index,id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes
2799,tm438994,The Holiday Calendar,MOVIE,2018,,95,"['romance', 'comedy', 'drama', 'fantasy']",['US'],,tt8262802,5.7,9985.0
2800,tm428453,Cities of Last Things,MOVIE,2018,,106,"['crime', 'drama', 'scifi']","['TW', 'US', 'CN', 'FR']",,tt4397342,6.2,1615.0
2801,tm360618,The Trader,MOVIE,2018,,23,['documentation'],['GE'],,tt10455716,,
2802,ts229123,Little Singham,SHOW,2018,,12,['action'],['IN'],2.0,tt11151836,3.5,91.0
2803,ts83204,Million Pound Menu,SHOW,2018,,59,['reality'],['GB'],2.0,tt8488494,6.5,563.0
2804,tm363003,Seeing Allred,MOVIE,2018,,96,['documentation'],['US'],,tt7689924,7.2,1338.0
2805,ts83429,Take My Brother Away,SHOW,2018,,46,"['comedy', 'drama', 'family']",[],1.0,tt8894324,6.7,161.0
2806,ts83663,A Taiwanese Tale of Two Cities,SHOW,2018,,68,['drama'],['TW'],2.0,tt8893498,6.1,159.0
2807,ts75491,Fire Chasers,SHOW,2017,,58,['documentation'],['US'],1.0,tt7293754,6.6,368.0
2808,ts82564,Jimmy: The True Story of a True Idiot,SHOW,2018,TV-MA,42,"['drama', 'comedy']",['JP'],1.0,tt6866914,6.8,77.0
2809,tm295558,The Grown-Ups,MOVIE,2017,,82,['documentation'],"['CL', 'NL', 'FR']",,tt6618178,7.6,251.0
2810,tm440946,Christmas with a View,MOVIE,2018,,90,"['romance', 'drama']",['CA'],,tt8041006,5.1,4544.0
2811,ts83430,Smoking,SHOW,2018,TV-MA,24,"['drama', 'crime', 'comedy']",['JP'],2.0,tt8758778,7.4,456.0
2812,tm463827,Paranormal Investigation,MOVIE,2018,,92,"['thriller', 'horror']",['FR'],,tt9866700,3.7,1652.0
2813,tm414746,Carlos Ballarta: furia ñera,MOVIE,2018,,62,['comedy'],['MX'],,tt7607318,7.2,212.0
2814,tm432327,C/o Kancharapalem,MOVIE,2018,PG,152,['drama'],['IN'],,tt7391996,9.0,6562.0
2815,tm356684,Animas,MOVIE,2018,,83,"['drama', 'horror', 'thriller', 'animation', 'european']","['BE', 'ES']",,tt9620806,,
2816,tm275437,Coin Heist,MOVIE,2017,PG,97,"['crime', 'thriller', 'drama', 'romance']",['US'],,tt5740806,4.8,2638.0
2817,ts80859,Here to Heart,SHOW,2018,TV-14,45,"['drama', 'romance']",['CN'],1.0,tt8791742,7.5,219.0
2818,tm492277,Semesta,MOVIE,2018,,88,['documentation'],['ID'],,tt9097372,7.3,111.0
2819,tm431928,Rajma Chawal,MOVIE,2018,,129,"['comedy', 'drama', 'family']",['IN'],,tt6747420,5.7,1815.0
2820,tm407318,Sofía Niño de Rivera: Natural Selection,MOVIE,2018,,61,['comedy'],['MX'],,tt7607378,6.9,237.0
2821,tm408892,Unbridled,MOVIE,2018,,96,"['thriller', 'european']","['ES', 'IT']",,tt7474914,5.1,498.0
2822,ts75357,LEGO Elves: Secrets of Elvendale,SHOW,2017,TV-Y7,24,"['scifi', 'animation', 'fantasy']",['US'],1.0,tt7322926,6.9,163.0
2823,tm320785,The Mars Generation,MOVIE,2017,,97,['documentation'],['US'],,tt6333096,6.5,989.0
2824,tm1068348,Deranged,MOVIE,2017,,99,['thriller'],[],,tt15057542,3.5,11.0
2825,tm430426,El Diesel,MOVIE,2018,,105,"['thriller', 'action', 'crime']",['EG'],,tt7906422,4.5,437.0
2826,tm362121,Time Share,MOVIE,2018,,96,"['drama', 'horror', 'thriller', 'european']","['NL', 'MX']",,tt6444140,5.9,2762.0
2827,tm320144,The Wishing Tree,MOVIE,2017,,99,"['fantasy', 'drama']",['IN'],,tt2936628,5.7,92.0
2828,ts84330,Oh My Ghost,SHOW,2018,,51,"['drama', 'comedy']",['TH'],1.0,,,
2829,ts79707,Edha,SHOW,2018,TV-MA,40,['drama'],['AR'],1.0,tt7956274,4.9,632.0
2830,tm318492,Overnight Republic,MOVIE,2017,PG-13,105,['comedy'],['TR'],,tt6721848,5.8,4632.0
2831,tm434883,Been So Long,MOVIE,2018,,100,"['romance', 'drama']",['GB'],,tt1682886,5.4,1100.0
2832,ts93947,Wrong Kind of Black,SHOW,2018,TV-MA,16,"['comedy', 'drama']",['AU'],1.0,tt8660874,7.7,148.0
2833,tm374226,Gad Elmaleh: American Dream,MOVIE,2018,,57,['comedy'],['US'],,tt8110630,7.2,1028.0
2834,tm337040,Maz Jobrani: Immigrant,MOVIE,2017,,67,"['comedy', 'documentation']",['US'],,tt7164714,6.7,840.0
2835,tm446574,Love Jacked,MOVIE,2018,PG-13,100,"['comedy', 'romance']","['CA', 'ZA', 'US']",,tt4329242,5.9,2142.0
2836,ts82631,Monkey Twins,SHOW,2018,,53,"['crime', 'action']",['TH'],1.0,tt8507498,7.9,92.0
2837,tm323907,Michael Lost and Found,MOVIE,2017,,19,['documentation'],"['CA', 'US']",,,,
2838,tm316923,Kartini: Princess of Java,MOVIE,2017,,118,"['drama', 'family', 'history', 'european']",['ID'],,tt6094994,7.6,511.0
2839,tm348386,Resurface,MOVIE,2017,,27,"['documentation', 'sport', 'war']",['US'],,tt6081408,7.1,286.0
2840,ts81827,True: Magical Friends,SHOW,2018,TV-Y,24,['animation'],['US'],1.0,,,
2841,tm315865,Laerte-se,MOVIE,2017,,100,['documentation'],['BR'],,tt6795136,7.0,688.0
2842,tm285329,Take the 10,MOVIE,2017,,80,['comedy'],['US'],,tt5792472,4.7,3130.0
2843,tm363181,Ladies First,MOVIE,2017,G,39,"['documentation', 'comedy', 'romance']",['IN'],,tt4389410,3.9,25.0
2844,tm325433,Dismissal,MOVIE,2017,,90,['comedy'],"['AR', 'ES']",,tt6580972,5.0,973.0
2845,tm326773,Sunday's Illness,MOVIE,2018,PG-13,113,"['drama', 'european']",['ES'],,tt6053948,6.9,3484.0
2846,ts83025,Baby Ballroom,SHOW,2017,,45,['documentation'],[],2.0,tt8159960,7.8,198.0
2847,tm407730,Target,MOVIE,2018,,93,"['horror', 'thriller', 'comedy']",['ID'],,tt8512320,3.9,496.0
2848,tm370430,Liberated: The New Sexual Revolution,MOVIE,2017,,84,['documentation'],"['MX', 'US']",,tt6768350,6.0,1502.0
2849,ts84167,Age of Rebellion,SHOW,2018,TV-MA,83,"['drama', 'romance', 'crime']",['TW'],1.0,tt8931836,8.6,49.0
2850,tm309115,Naam Shabana,MOVIE,2017,,147,"['thriller', 'action', 'drama']",['IN'],,tt6170954,6.2,6712.0
2851,tm436266,Born Racer,MOVIE,2018,R,88,"['drama', 'action', 'documentation']",['NZ'],,tt6936350,6.1,256.0
2852,tm428483,The Girl Allergic to Wi-Fi,MOVIE,2018,,104,['romance'],['PH'],,tt7619554,6.3,290.0
2853,tm416341,HiGH&LOW The Movie 3: Final Mission,MOVIE,2017,,118,"['drama', 'action']",['JP'],,tt7624932,7.7,636.0
2854,tm411257,Kevin James: Never Don't Give Up,MOVIE,2018,PG,62,['comedy'],['US'],,tt8324578,6.1,1448.0
2855,tm451171,Sylvia,MOVIE,2018,,130,"['thriller', 'drama', 'romance']",['NG'],,tt8326250,4.7,126.0
2856,tm435487,Suzzanna: Buried Alive,MOVIE,2018,,125,"['horror', 'comedy', 'drama', 'thriller']",['ID'],,tt9044128,5.5,894.0
2857,tm327951,The Doll 2,MOVIE,2017,,116,"['thriller', 'horror']",['ID'],,tt6409782,5.2,534.0
2858,tm417111,How to Get Over a Breakup,MOVIE,2018,,104,['comedy'],['PE'],,tt8435268,6.1,1972.0
2859,ts81886,All About the Washingtons,SHOW,2018,TV-G,23,"['comedy', 'music']",['US'],1.0,tt7661368,4.8,708.0
2860,tm425748,Cook Off,MOVIE,2017,PG,116,"['comedy', 'romance']",['ZW'],,tt7981318,6.1,337.0
2861,tm430057,Weapon of Choice,MOVIE,2018,,90,"['documentation', 'european']","['AT', 'IQ', 'US']",,tt7683350,4.8,162.0
2862,tm353875,All the Reasons to Forget,MOVIE,2017,,90,"['comedy', 'drama']",['BR'],,tt6964520,6.2,523.0
2863,tm313472,The Lost Brother,MOVIE,2017,,112,"['thriller', 'crime', 'drama', 'european']",['AR'],,tt6522634,6.5,1690.0
2864,tm430496,D.L. Hughley: Contrarian,MOVIE,2018,,58,['comedy'],['US'],,tt8426270,6.6,606.0
2865,ts77219,Part-Time Idol,SHOW,2017,TV-14,40,"['drama', 'family', 'music', 'comedy']",['KR'],1.0,tt8835780,6.7,108.0
2866,tm444043,Hometown Holiday,MOVIE,2018,,84,"['drama', 'romance', 'comedy']",['CA'],,tt8659750,5.0,994.0
2867,tm374656,Zion,MOVIE,2018,,10,"['documentation', 'drama']",['US'],,tt4315044,,
2868,ts82550,The Single Wives,SHOW,2018,TV-MA,50,['reality'],[],1.0,tt8694342,6.5,73.0
2869,tm317274,Can't Help Falling in Love,MOVIE,2017,,119,"['romance', 'comedy', 'drama']",['PH'],,tt6725484,7.2,889.0
2870,ts80445,The Honeymoon Stand Up Special,SHOW,2018,,31,['comedy'],[],1.0,tt7698408,6.8,515.0
2871,tm366025,Blanche Gardin: I Talk to Myself,MOVIE,2017,,88,"['comedy', 'european']",['FR'],,tt9182404,7.9,133.0
2872,tm321149,Fishtronaut: The Movie,MOVIE,2018,G,88,"['animation', 'family']",['BR'],,tt7804254,7.5,72.0
2873,tm299771,Gad Gone Wild,MOVIE,2017,,57,"['comedy', 'european']",['FR'],,tt6550440,6.9,396.0
2874,tm369433,Awe!,MOVIE,2018,,115,"['drama', 'romance', 'thriller', 'fantasy', 'horror', 'scifi']",['IN'],,tt7797658,7.8,4967.0
2875,tm313424,Pad Man,MOVIE,2018,PG-13,140,"['comedy', 'drama']",['IN'],,tt7218518,7.9,25269.0
2876,tm352705,Jack Whitehall: At Large,MOVIE,2017,,67,['comedy'],['GB'],,tt7539884,6.9,2094.0
2877,tm328052,Sparring,MOVIE,2017,,95,"['drama', 'sport', 'european']",['FR'],,tt7222552,6.4,614.0
2878,ts75320,A Boy Named Flora A,SHOW,2017,TV-MA,89,"['drama', 'comedy']",['TW'],2.0,tt6284014,7.9,314.0
2879,tm351171,My Travel Buddy,MOVIE,2017,PG-13,115,['comedy'],['TR'],,tt7535792,6.1,6656.0
2880,tm326270,Tiffany Haddish: She Ready! From the Hood to Hollywood!,MOVIE,2017,,65,"['comedy', 'documentation']",['US'],,tt9238720,6.6,526.0
2881,tm851055,God Calling,MOVIE,2018,,120,['drama'],[],,,,
2882,tm429567,Party Monster: Scratching the Surface,MOVIE,2018,PG-13,33,['comedy'],['US'],,,,
2883,tm336227,Catching Feelings,MOVIE,2017,,115,"['romance', 'comedy', 'drama']",['ZA'],,tt6095982,5.8,552.0
2884,ts57913,Strongest Deliveryman,SHOW,2017,TV-MA,55,"['drama', 'romance']",['KR'],1.0,tt7022748,7.4,626.0
2885,tm285712,Jen Kirkman: Just Keep Livin'?,MOVIE,2017,,69,['comedy'],['US'],,tt6386352,6.7,1281.0
2886,tm415245,Crossroads: One Two Jaga,MOVIE,2018,,80,"['drama', 'crime']",['MY'],,tt6603812,6.6,634.0
2887,tm322200,Superlopez,MOVIE,2018,G,108,"['comedy', 'scifi', 'action', 'european']",['ES'],,tt4110388,5.4,3574.0
2888,tm407349,The Birth Reborn 2,MOVIE,2018,PG,91,['documentation'],['BR'],,tt16114198,6.6,5.0
2889,tm430090,The Last Runaway,MOVIE,2018,,107,"['crime', 'action', 'drama']",['PY'],,tt7606620,5.9,719.0
2890,tm360945,Soorma,MOVIE,2018,PG-13,131,"['drama', 'sport']",['IN'],,tt7690638,7.4,5103.0
2891,tm299790,Cristela Alonzo: Lower Classy,MOVIE,2017,,66,['comedy'],['US'],,tt6555236,6.4,845.0
2892,ts82887,The Could've-Gone-All-the-Way Committee,SHOW,2018,TV-14,24,"['comedy', 'drama']",['JP'],1.0,tt8499662,6.8,102.0
2893,tm361505,48 Christmas Wishes,MOVIE,2017,,84,"['family', 'fantasy', 'comedy']",['CA'],,tt7422638,3.9,1103.0
2894,tm345767,The Maus,MOVIE,2017,,90,"['horror', 'fantasy', 'drama', 'european']",['ES'],,tt5586362,4.7,6331.0
2895,tm294696,Bygones Be Bygones,MOVIE,2017,PG-13,103,['comedy'],['TR'],,tt6318200,6.2,3973.0
2896,tm363088,Russell Howard: Recalibrate,MOVIE,2017,,69,['comedy'],['GB'],,tt7736664,7.4,1587.0
2897,tm319512,The Girl From the Song,MOVIE,2017,,102,"['drama', 'music', 'romance', 'european']",['ES'],,tt6336270,5.6,1750.0
2898,tm432313,Manu,MOVIE,2018,,182,"['thriller', 'romance']",['IN'],,tt6615648,8.0,1073.0
2899,tm413129,Goyo: The Boy General,MOVIE,2018,,155,"['history', 'action', 'war']",['PH'],,tt8443480,6.7,799.0
2900,tm316744,Lucas Brothers: On Drugs,MOVIE,2017,,49,['comedy'],['US'],,tt6218048,5.5,830.0
2901,tm412515,Coffee for All,MOVIE,2017,,69,"['documentation', 'european']","['IT', 'AR']",,tt6721132,5.6,385.0
2902,tm443283,Loudon Wainwright III: Surviving Twin,MOVIE,2018,,91,"['music', 'documentation']",['US'],,tt9203030,7.1,94.0
2903,tm420311,Ana e Vitória,MOVIE,2018,,115,"['romance', 'comedy', 'music']",['BR'],,tt8583378,6.4,604.0
2904,tm449860,King of Boys,MOVIE,2018,,169,"['drama', 'crime']",['NG'],,tt8329618,6.1,404.0
2905,ts77011,The Many Faces of Ito,SHOW,2017,,30,"['drama', 'comedy', 'romance']",['JP'],1.0,tt7134506,6.7,244.0
2906,tm314677,Silence Is Welcome,MOVIE,2017,,94,['drama'],['MX'],,tt6436212,4.6,101.0
2907,tm434179,Two Catalonias,MOVIE,2018,,116,"['documentation', 'history', 'european']",['ES'],,tt8893608,6.4,677.0
2908,tm415938,No One Will Ever Know,MOVIE,2018,,102,['drama'],['MX'],,tt8267320,6.2,135.0
2909,tm351688,Def Comedy Jam 25,MOVIE,2017,,81,"['comedy', 'documentation']",['US'],,tt7427130,6.6,1096.0
2910,tm444257,Genius,MOVIE,2018,,98,[],['IN'],,,,
2911,tm444907,Lovefucked,MOVIE,2018,,105,['drama'],['IN'],,,,
2912,tm275004,Bon Cop Bad Cop 2,MOVIE,2017,,126,"['crime', 'action', 'comedy']",['CA'],,tt4738174,6.6,4126.0
2913,tm421335,Jim Jefferies: This Is Me Now,MOVIE,2018,,70,['comedy'],['US'],,tt8617844,7.3,3984.0
2914,tm819641,Match,MOVIE,2017,,90,['drama'],[],,tt10546234,4.1,7.0
2915,tm326089,Mubarakan,MOVIE,2017,PG-13,156,"['drama', 'comedy', 'romance']",['IN'],,tt6272828,5.6,3906.0
2916,tm431760,Paskal,MOVIE,2018,,100,"['action', 'drama']",['MY'],,tt9066070,6.8,2964.0
2917,tm461349,Stars in the Sky: A Hunting Story,MOVIE,2018,,69,['documentation'],['US'],,tt10078502,7.3,333.0
2918,tm435144,Notes from Dunblane: Lessons from a School Shooting,MOVIE,2018,,23,['documentation'],['US'],,,,
2919,tm444564,Tattoo of Revenge,MOVIE,2018,R,150,"['thriller', 'comedy', 'romance']",['MX'],,tt8276106,4.9,112.0
2920,tm409376,Pickpockets,MOVIE,2018,,100,"['drama', 'thriller', 'crime']",['CO'],,tt7527694,5.4,1179.0
2921,tm436171,El Potro: lo mejor del amor,MOVIE,2018,,122,"['drama', 'music']",['AR'],,tt9426178,5.2,723.0
2922,tm430748,Neevevaro,MOVIE,2018,PG,130,"['thriller', 'action', 'drama', 'romance']",['IN'],,tt8571410,6.9,809.0
2923,tm443073,"Out of Many, One",MOVIE,2018,,35,['documentation'],['US'],,,,
2924,ts81632,A House of Blocks,SHOW,2017,TV-MA,84,"['horror', 'drama']",['TW'],1.0,tt7053684,2.3,137.0
2925,ts83710,First and Last,SHOW,2018,TV-MA,44,['documentation'],['US'],1.0,tt8893502,6.7,421.0
2926,tm356666,Judah Friedlander: America Is the Greatest Country in the United States,MOVIE,2017,R,84,"['comedy', 'documentation']",['US'],,tt7582890,7.8,1436.0
2927,ts265844,#ABtalks,SHOW,2018,TV-PG,68,[],[],1.0,tt12635254,9.6,7.0
2928,ts78757,Dave Chappelle: Equanimity & The Bird Revelation,SHOW,2017,TV-MA,57,['comedy'],['US'],1.0,,,
2929,tm422359,Aurora,MOVIE,2018,,110,"['thriller', 'horror']",['PH'],,tt8821182,4.3,603.0
2930,tm431275,Gunshot,MOVIE,2018,,96,"['drama', 'thriller', 'crime', 'documentation', 'european']",['EG'],,tt5639722,6.8,593.0
2931,tm352951,Smaller and Smaller Circles,MOVIE,2017,,111,"['thriller', 'crime']",['PH'],,tt7512304,6.6,234.0
2932,tm362047,Todd Barry: Spicy Honey,MOVIE,2017,,60,['comedy'],['US'],,tt6856186,6.8,840.0
2933,tm323300,Joshua: Teenager vs. Superpower,MOVIE,2017,,78,['documentation'],['US'],,tt6333072,7.2,1531.0
2934,tm357708,The Bros,MOVIE,2017,,102,"['comedy', 'fantasy']",['KR'],,tt7967580,6.1,616.0
2935,tm444821,5 Star Christmas,MOVIE,2018,,92,"['comedy', 'european']",['IT'],,tt8775056,4.5,767.0
2936,tm351505,The Reservoir Game,MOVIE,2017,,100,['documentation'],['KR'],,tt7867724,6.0,35.0
2937,tm408257,Todo lo que sería Lucas Lauriente,MOVIE,2018,,78,['comedy'],"['AR', 'US']",,tt7607452,6.9,108.0
2938,ts272185,Running Man,SHOW,2017,,11,"['animation', 'comedy']",['KR'],1.0,tt11256118,8.4,32.0
2939,ts53166,Julie's Greenroom,SHOW,2017,,26,"['comedy', 'family']",['US'],1.0,tt5779222,8.2,328.0
2940,tm435333,DTC –Yukemuri Junjo Hen– from HiGH&LOW,MOVIE,2018,,102,"['comedy', 'drama']",['JP'],,tt9765900,6.8,55.0
2941,tm411856,Hari Kondabolu: Warn Your Relatives,MOVIE,2018,,67,['comedy'],['US'],,tt8342748,6.5,837.0
2942,tm358188,Alexis de Anda: Mea Culpa,MOVIE,2017,,54,['comedy'],['MX'],,tt7587068,4.9,101.0
2943,tm684591,Freej Al Taibeen,MOVIE,2018,PG-13,100,"['comedy', 'sport']",['AE'],,tt10078900,5.8,9.0
2944,ts57281,All Hail King Julien: Exiled,SHOW,2017,TV-Y7,23,"['animation', 'comedy', 'family', 'fantasy']",['US'],1.0,tt6865906,7.5,559.0
2945,tm345225,Gurgaon,MOVIE,2017,,107,"['thriller', 'crime']",['IN'],,tt4699202,6.5,2191.0
2946,tm443537,Ani... Dr. Kashinath Ghanekar,MOVIE,2018,,159,['drama'],['IN'],,tt8784906,8.5,1071.0
2947,tm311902,Jim Norton: Mouthful of Shame,MOVIE,2017,,61,['comedy'],['US'],,tt6664120,7.0,1324.0
2948,tm364417,Fanatyk,MOVIE,2017,,33,"['drama', 'comedy']",['PL'],,,,
2949,tm368350,Jonaki,MOVIE,2018,,96,"['fantasy', 'drama', 'european']","['FR', 'IN', 'SG']",,tt6346982,6.8,251.0
2950,tm434126,Rafinha Bastos: Ultimatum,MOVIE,2018,,62,['comedy'],['BR'],,tt9038520,6.5,214.0
2951,tm361312,A StoryBots Christmas,MOVIE,2017,,25,"['fantasy', 'comedy', 'family']",['US'],,tt7018722,5.7,156.0
2952,ts317239,Falling in Love Like a Romantic Drama,SHOW,2018,TV-14,39,['reality'],['JP'],1.0,,,
2953,ts87591,Justice: Qalb Al Adala,SHOW,2017,TV-14,37,"['drama', 'crime']",['US'],1.0,tt5338544,5.6,155.0
2954,tm431081,Lionheart,MOVIE,2018,,95,"['drama', 'comedy']",['NG'],,tt7707314,5.7,1444.0
2955,tm420800,"To Each, Her Own",MOVIE,2018,,95,"['romance', 'comedy', 'drama', 'european']",['FR'],,tt15739130,5.4,1726.0
2956,ts80692,REA(L)OVE,SHOW,2018,TV-MA,45,['reality'],['JP'],1.0,tt8477194,6.6,210.0
2957,ts113031,Droppin' Cash: Los Angeles,SHOW,2018,TV-MA,23,['reality'],[],2.0,tt7983796,3.4,116.0
2958,ts75138,Argon,SHOW,2017,,63,['drama'],['KR'],1.0,tt7094798,7.3,261.0
2959,tm373134,Night of Knots,MOVIE,2018,G,100,['comedy'],['TR'],,tt8045670,5.4,1282.0
2960,tm348191,Love You to the Stars and Back,MOVIE,2017,,111,"['drama', 'comedy', 'romance']",['PH'],,tt7127344,7.6,531.0
2961,tm375091,Marlon Wayans: Woke-ish,MOVIE,2018,,68,"['comedy', 'documentation']",['US'],,tt7655590,6.5,1390.0
2962,ts55576,Buddy Thunderstruck,SHOW,2017,TV-Y7,22,"['comedy', 'sport', 'animation', 'action', 'family']",['US'],2.0,tt6591468,7.8,489.0
2963,tm307383,Ghost Hunting,MOVIE,2017,,94,"['documentation', 'european']","['FR', 'PS', 'CH', 'QA']",,tt6568868,7.1,219.0
2964,tm469399,Music Teacher,MOVIE,2018,,101,"['drama', 'romance']",['IN'],,tt3257794,6.2,684.0
2965,tm347060,Poster Boys,MOVIE,2017,PG-13,128,['comedy'],['IN'],,tt6352548,5.5,1541.0
2966,ts76646,Blazing Transfer Students,SHOW,2017,TV-MA,26,"['action', 'comedy']",['JP'],1.0,tt7931520,7.0,116.0
2967,ts81857,Club de Cuervos Presents: The Ballad of Hugo Sánchez,SHOW,2018,TV-MA,32,"['comedy', 'drama']",['MX'],1.0,tt8498114,6.4,816.0
2968,tm430660,Munafik 2,MOVIE,2018,,104,['horror'],['MY'],,tt7059506,6.3,1654.0
2969,tm430059,The Hows of Us,MOVIE,2018,,117,"['drama', 'comedy', 'romance']",['PH'],,tt8769032,6.7,2695.0
2970,ts101883,Regiment Diaries,SHOW,2018,TV-PG,42,['documentation'],[],2.0,tt9642576,8.6,80.0
2971,tm324753,Marco Luque - We are together,MOVIE,2017,,73,['comedy'],['BR'],,tt6852616,4.4,76.0
2972,tm314138,Felipe Neto: My Life Makes No Sense,MOVIE,2017,,90,"['comedy', 'documentation']",['BR'],,tt6690322,4.4,245.0
2973,tm327619,Aditi Mittal: Things They Wouldn't Let Me Say,MOVIE,2017,,62,['comedy'],['IN'],,tt7127976,4.3,330.0
2974,tm244473,Blessed Benefit,MOVIE,2017,,83,"['comedy', 'drama', 'european']","['NL', 'JO', 'DE']",,tt5161784,6.6,665.0
2975,ts84985,Robozuna,SHOW,2018,,22,['animation'],['GB'],3.0,tt8454808,6.6,92.0
2976,tm371622,Malena Pichot: Estupidez compleja,MOVIE,2018,,50,['comedy'],['AR'],,tt7607370,5.7,360.0
2977,tm464947,Chief Daddy,MOVIE,2018,,98,"['comedy', 'drama']",['NG'],,tt9652322,4.7,269.0
2978,tm442354,Adhugo,MOVIE,2018,,110,['drama'],['IN'],,tt7822454,5.9,65.0
2979,tm439678,Solo el amor,MOVIE,2018,,93,"['romance', 'drama', 'music', 'comedy']",['AR'],,tt7608430,4.7,68.0
2980,tm446558,Hedefim Sensin,MOVIE,2018,,105,['comedy'],['TR'],,tt8493514,6.2,4384.0
2981,tm366383,Deliha 2,MOVIE,2018,G,106,['comedy'],['TR'],,tt7871636,4.7,2554.0
2982,tm414340,Spivak,MOVIE,2018,,91,['comedy'],['US'],,tt6342110,5.6,732.0
2983,tm197806,For Here or to Go?,MOVIE,2017,,105,"['drama', 'comedy']",['US'],,tt4157510,6.8,605.0
2984,tm361161,DreamWorks Home: For the Holidays,MOVIE,2017,PG-13,45,"['fantasy', 'comedy', 'family', 'scifi', 'animation']",['GB'],,tt7713204,4.9,149.0
2985,ts86302,Check The Store Next Door,SHOW,2018,TV-14,30,"['comedy', 'drama']",['ID'],2.0,tt9545904,7.8,129.0
2986,tm431169,Late Life: The Chien-Ming Wang Story,MOVIE,2018,,97,"['documentation', 'sport']","['TW', 'US']",,tt8234502,7.2,465.0
2987,tm344562,Listen,MOVIE,2017,,109,"['drama', 'romance']",['LB'],,tt6350558,6.6,227.0
2988,tm363878,Aiyaary,MOVIE,2018,,157,"['thriller', 'action', 'drama']",['IN'],,tt6774212,5.2,4671.0
2989,ts84038,Battlefish,SHOW,2018,,45,['reality'],['US'],1.0,tt8893566,7.0,426.0
2990,tm426238,Pulang,MOVIE,2018,,120,"['drama', 'romance', 'action']",['MY'],,tt8595708,6.7,594.0
2991,ts74805,A Little Help with Carol Burnett,SHOW,2018,TV-G,34,[],['US'],1.0,tt7204366,6.3,233.0
2992,tm518107,Alter Ego,MOVIE,2017,,111,['drama'],['NG'],,tt7125822,5.7,55.0
2993,ts255677,Pucca: Love Recipe,SHOW,2018,TV-Y7,24,['comedy'],[],1.0,,,
2994,tm404449,Ayotzinapa: The Turtle's Pace,MOVIE,2018,,80,['documentation'],['MX'],,tt8219520,7.4,204.0
2995,tm323602,The Price of Success,MOVIE,2017,,92,"['drama', 'comedy', 'european']",['FR'],,tt6194540,5.8,362.0
2996,tm438250,"I, Potro",MOVIE,2018,,50,"['comedy', 'sport']","['MX', 'AR']",,tt9154584,6.2,493.0
2997,tm351181,Turkish Dance School,MOVIE,2017,PG-13,111,"['drama', 'comedy']",['TR'],,tt7533878,5.7,2113.0
2998,ts82591,Spiritual House,SHOW,2017,TV-PG,41,[],['JP'],1.0,,,
2999,tm374395,Vanjagar Ulagam,MOVIE,2018,PG-13,161,"['thriller', 'action', 'crime', 'drama']",['IN'],,tt7933564,6.0,258.0
3000,tm360763,Verses of Love 2,MOVIE,2017,,125,"['drama', 'romance']",['ID'],,tt7128070,5.9,603.0
3001,tm423802,Luciano Mellera: Infantiloide,MOVIE,2018,PG-13,66,['comedy'],['AR'],,tt7607400,7.5,1516.0
3002,tm442805,My Travel Buddy 2,MOVIE,2018,PG-13,116,['comedy'],['TR'],,tt8748256,5.8,3217.0
3003,tm345960,Alan Saldaña: mi vida de pobre,MOVIE,2017,,53,['comedy'],['MX'],,tt7183082,6.3,68.0
3004,tm319127,Vir Das: Abroad Understanding,MOVIE,2017,,65,['comedy'],"['US', 'IN']",,tt6822400,6.9,1697.0
3005,tm430666,Hantu Kak Limah,MOVIE,2018,,111,"['horror', 'comedy']",['MY'],,tt8757960,5.6,677.0
3006,tm431214,Back to Q82,MOVIE,2017,,105,"['scifi', 'action', 'comedy']",['KW'],,tt6225842,6.0,94.0
3007,tm369315,Garbage,MOVIE,2018,,105,"['thriller', 'drama']",['IN'],,tt7981260,3.4,1004.0
3008,tm408781,Teefa in Trouble,MOVIE,2018,PG-13,155,"['drama', 'comedy', 'crime', 'romance', 'action']",['PK'],,tt8043306,7.3,3569.0
3009,tm361633,Potato Potahto,MOVIE,2017,,104,['comedy'],['GH'],,tt6950250,4.1,208.0
3010,tm327636,Joe Mande's Award-Winning Comedy Special,MOVIE,2017,,66,"['comedy', 'documentation']",['US'],,tt7183876,6.1,498.0
3011,ts119220,The Hollywood Masters,SHOW,2017,TV-MA,34,['documentation'],['US'],3.0,tt7178034,7.2,86.0
3012,tm349418,The Royal Hibiscus Hotel,MOVIE,2018,,90,"['comedy', 'romance']",['NG'],,tt7229730,5.5,276.0
3013,ts85250,Kulipari: Dream Walker,SHOW,2018,TV-Y7,19,"['fantasy', 'animation', 'action']",['US'],1.0,tt9203064,7.7,91.0
3014,tm153164,Puriyaatha Puthir,MOVIE,2017,,140,['thriller'],['IN'],,tt3407614,6.6,1032.0
3015,tm428982,Son Of Adam,MOVIE,2018,,109,['thriller'],['EG'],,,,
3016,ts56251,ID-0,SHOW,2017,TV-14,24,"['scifi', 'animation', 'action', 'drama']",['JP'],1.0,tt7161218,6.2,320.0
3017,tm447263,Super Monsters and the Wish Star,MOVIE,2018,,27,['fantasy'],['US'],,,,
3018,tm346398,Ryan Hamilton: Happy Face,MOVIE,2017,,56,"['comedy', 'documentation']",['US'],,tt6892378,7.3,921.0
3019,ts106612,Chicken Soup for the Soul's Being Dad,SHOW,2018,TV-PG,40,['reality'],[],1.0,tt8908110,,
